,region,gravity,type,2016,2017,2018,2019,2020,2021
3277,город Москва,средней тяжести,в состоянии опьянения: алкогольного,1600,1542,1741,1680,1651,1430
3278,Московская область,средней тяжести,в состоянии опьянения: алкогольного,2407,2356,2530,2126,2111,1835
3279,Липецкая область,средней тяжести,в состоянии опьянения: алкогольного,567,502,483,551,391,459
3280,Орловская область,средней тяжести,в состоянии опьянения: алкогольного,425,428,356,309,258,192
3281,Рязанская область,средней тяжести,в состоянии опьянения: алкогольного,466,466,432,365,343,332
3282,Смоленская область,средней тяжести,в состоянии опьянения: алкогольного,524,573,559,560,551,472
3283,Тамбовская область,средней тяжести,в состоянии опьянения: алкогольного,552,485,451,494,557,490
3284,Тверская область,средней тяжести,в состоянии опьянения: алкогольного,996,882,820,668,718,554
3285,Тульская область,средней тяжести,в состоянии опьянения: алкогольного,479,578,663,508,514,392
3286,Ярославская область,средней тяжести,в состоянии опьянения: алкогольного,872,789,783,685,623,507
3287,Архангельская область (кроме Ненецкого автономного округа),средней тяжести,в состоянии опьянения: алкогольного,1243,1212,1173,997,926,703
3288,Ненецкий автономный округ (Архангельская область),средней тяжести,в состоянии опьянения: алкогольного,53,71,80,66,58,37
3289,город Санкт-Петербург,средней тяжести,в состоянии опьянения: алкогольного,623,736,841,758,665,586
3290,Ленинградская область,средней тяжести,в состоянии опьянения: алкогольного,796,734,707,733,771,603
3291,Вологодская область,средней тяжести,в состоянии опьянения: алкогольного,1536,1290,1013,909,743,636
3292,Калининградская область,средней тяжести,в состоянии опьянения: алкогольного,702,620,654,589,534,476
3293,Мурманская область,средней тяжести,в состоянии опьянения: алкогольного,418,382,334,298,317,251
3294,Новгородская область,средней тяжести,в состоянии опьянения: алкогольного,601,590,571,486,479,364
3295,Псковская область,средней тяжести,в состоянии опьянения: алкогольного,429,346,366,334,315,225
3296,Республика Карелия,средней тяжести,в состоянии опьянения: алкогольного,825,757,650,656,637,575
3297,Республика Коми,средней тяжести,в состоянии опьянения: алкогольного,1519,1442,1171,1128,1070,885
3298,Кабардино-Балкарская Республика,средней тяжести,в состоянии опьянения: алкогольного,134,116,101,84,96,105
3299,Карачаево-Черкесская Республика,средней тяжести,в состоянии опьянения: алкогольного,77,126,92,91,57,79
3300,Республика Дагестан,средней тяжести,в состоянии опьянения: алкогольного,174,116,125,122,117,94
3301,Республика Ингушетия,средней тяжести,в состоянии опьянения: алкогольного,12,6,10,11,7,9
3302,Республика Северная Осетия-Алания,средней тяжести,в состоянии опьянения: алкогольного,82,56,70,41,37,31
3303,Ставропольский край,средней тяжести,в состоянии опьянения: алкогольного,797,645,648,541,543,488
3304,Чеченская Республика,средней тяжести,в состоянии опьянения: алкогольного,21,11,9,5,10,8
3305,Астраханская область,средней тяжести,в состоянии опьянения: алкогольного,581,548,498,448,384,391
3306,Волгоградская область,средней тяжести,в состоянии опьянения: алкогольного,1869,1539,1480,1509,1479,1337
3307,город Севастополь,средней тяжести,в состоянии опьянения: алкогольного,230,156,183,130,158,219
3308,Ростовская область,средней тяжести,в состоянии опьянения: алкогольного,1832,1627,1409,1261,1243,1097
3309,Краснодарский край,средней тяжести,в состоянии опьянения: алкогольного,2104,1861,1619,1550,1584,1412
3310,Республика Адыгея (Адыгея),средней тяжести,в состоянии опьянения: алкогольного,199,191,150,145,150,140
3311,Республика Калмыкия,средней тяжести,в состоянии опьянения: алкогольного,58,73,62,78,80,81
3312,Республика Крым,средней тяжести,в состоянии опьянения: алкогольного,803,760,694,703,720,658
3313,Кировская область,средней тяжести,в состоянии опьянения: алкогольного,1460,1392,1280,1174,972,961
3314,Нижегородская область,средней тяжести,в состоянии опьянения: алкогольного,1828,1732,1622,1607,1568,1400
3315,Оренбургская область,средней тяжести,в состоянии опьянения: алкогольного,1752,1712,1497,1319,1411,1193
3316,Пензенская область,средней тяжести,в состоянии опьянения: алкогольного,560,462,587,481,500,394
3317,Пермский край,средней тяжести,в состоянии опьянения: алкогольного,2350,2087,1774,1612,1307,1072
3318,Республика Татарстан (Татарстан),средней тяжести,в состоянии опьянения: алкогольного,2290,2259,2151,2003,1983,1595
3319,Республика Башкортостан,средней тяжести,в состоянии опьянения: алкогольного,3364,3216,2910,2512,2414,2177
3320,Республика Марий Эл,средней тяжести,в состоянии опьянения: алкогольного,614,461,485,435,386,376
3321,Республика Мордовия,средней тяжести,в состоянии опьянения: алкогольного,414,397,336,294,356,314
3322,Самарская область,средней тяжести,в состоянии опьянения: алкогольного,1881,1622,1501,1366,1287,1218
3323,Саратовская область,средней тяжести,в состоянии опьянения: алкогольного,1159,1176,1201,984,919,1044
3324,Удмуртская Республика,средней тяжести,в состоянии опьянения: алкогольного,1162,1156,1067,1075,1088,870
3325,Ульяновская область,средней тяжести,в состоянии опьянения: алкогольного,580,506,482,453,452,349
3326,Чувашская Республика - Чувашия,средней тяжести,в состоянии опьянения: алкогольного,741,700,584,524,512,383
3327,Курганская область,средней тяжести,в состоянии опьянения: алкогольного,788,798,737,668,614,500
3328,Свердловская область,средней тяжести,в состоянии опьянения: алкогольного,3324,3224,2919,2632,2355,1913
3329,Тюменская область (без автономных округов),средней тяжести,в состоянии опьянения: алкогольного,1272,1184,1065,867,869,634
3330,Ханты-Мансийский автономный округ - Югра (Тюменская область),средней тяжести,в состоянии опьянения: алкогольного,1177,1058,904,747,761,606
3331,Ямало-Ненецкий автономный округ (Тюменская область),средней тяжести,в состоянии опьянения: алкогольного,482,458,425,303,348,260
3332,Челябинская область,средней тяжести,в состоянии опьянения: алкогольного,3101,2914,2708,2604,2377,2164
3333,Алтайский край,средней тяжести,в состоянии опьянения: алкогольного,2984,2754,2445,2026,1851,1604
3334,Забайкальский край,средней тяжести,в состоянии опьянения: алкогольного,1746,1724,1632,1501,1379,1102
3335,Иркутская область,средней тяжести,в состоянии опьянения: алкогольного,2832,2661,2584,2375,2178,1921
3336,Кемеровская область - Кузбасс,средней тяжести,в состоянии опьянения: алкогольного,3771,3267,2922,2604,2554,2204
3337,Красноярский край,средней тяжести,в состоянии опьянения: алкогольного,3613,3379,2848,2511,2320,2123
3338,Новосибирская область,средней тяжести,в состоянии опьянения: алкогольного,2439,2192,1942,1716,1471,1310
3339,Омская область,средней тяжести,в состоянии опьянения: алкогольного,1112,1069,1003,825,805,692
3340,Республика Алтай,средней тяжести,в состоянии опьянения: алкогольного,400,395,341,300,312,244
3341,Республика Бурятия,средней тяжести,в состоянии опьянения: алкогольного,1562,1298,1260,1128,993,935
3342,Республика Тыва,средней тяжести,в состоянии опьянения: алкогольного,402,356,394,355,328,292
3343,Республика Хакасия,средней тяжести,в состоянии опьянения: алкогольного,790,808,725,585,583,469
3344,Томская область,средней тяжести,в состоянии опьянения: алкогольного,995,1004,902,801,797,642
3345,Амурская область,средней тяжести,в состоянии опьянения: алкогольного,1227,1103,1000,723,686,637
3346,Еврейская автономная область,средней тяжести,в состоянии опьянения: алкогольного,205,219,167,124,148,154
3347,Камчатский край,средней тяжести,в состоянии опьянения: алкогольного,217,220,220,175,157,143
3348,Магаданская область,средней тяжести,в состоянии опьянения: алкогольного,231,190,171,179,151,88
3349,Приморский край,средней тяжести,в состоянии опьянения: алкогольного,2212,1691,1588,1268,1260,1261
3350,Республика Саха (Якутия),средней тяжести,в состоянии опьянения: алкогольного,1173,1254,1148,1092,977,939
3351,Сахалинская область,средней тяжести,в состоянии опьянения: алкогольного,601,513,461,419,498,451
3352,Хабаровский край,средней тяжести,в состоянии опьянения: алкогольного,1633,1435,1249,1182,1095,879
3353,Чукотский автономный округ,средней тяжести,в состоянии опьянения: алкогольного,70,90,89,68,55,61
3354,Российская Федерация,небольшой тяжести,в состоянии опьянения: алкогольного,281054,232827,217276,198922,195440,178299
3355,Белгородская область,небольшой тяжести,в состоянии опьянения: алкогольного,1860,1640,1570,1536,1562,1348
3356,Брянская область,небольшой тяжести,в состоянии опьянения: алкогольного,2572,2065,1921,1984,2090,2017
3357,Владимирская область,небольшой тяжести,в состоянии опьянения: алкогольного,2711,2190,2060,1738,1640,1492
3358,Воронежская область,небольшой тяжести,в состоянии опьянения: алкогольного,3104,2978,2728,2452,2391,2116
3359,Ивановская область,небольшой тяжести,в состоянии опьянения: алкогольного,1995,1627,1703,1494,1475,1408
3360,Калужская область,небольшой тяжести,в состоянии опьянения: алкогольного,1742,1595,1409,1127,1245,1119
3361,Костромская область,небольшой тяжести,в состоянии опьянения: алкогольного,1610,1387,1299,1210,1245,1142
3362,Курская область,небольшой тяжести,в состоянии опьянения: алкогольного,2366,2119,1896,1719,1754,1611
3363,город Москва,небольшой тяжести,в состоянии опьянения: алкогольного,4850,3679,3541,3270,3411,3117
3364,Московская область,небольшой тяжести,в состоянии опьянения: алкогольного,7299,6211,6116,5461,5681,5264
3365,Липецкая область,небольшой тяжести,в состоянии опьянения: алкогольного,1937,1587,1421,1212,1353,1290
3366,Орловская область,небольшой тяжести,в состоянии опьянения: алкогольного,1125,924,875,739,715,644
3367,Рязанская область,небольшой тяжести,в состоянии опьянения: алкогольного,1708,1462,1189,1237,1141,995
3368,Смоленская область,небольшой тяжести,в состоянии опьянения: алкогольного,2236,1741,1645,1516,1376,1364
3369,Тамбовская область,небольшой тяжести,в состоянии опьянения: алкогольного,2059,1691,1714,1682,1867,1634
3370,Тверская область,небольшой тяжести,в состоянии опьянения: алкогольного,2502,2004,1794,1730,1728,1392
3371,Тульская область,небольшой тяжести,в состоянии опьянения: алкогольного,1712,1433,1357,1309,1423,1119
3372,Ярославская область,небольшой тяжести,в состоянии опьянения: алкогольного,1949,1549,1368,1331,1413,1282
3373,Архангельская область (кроме Ненецкого автономного округа),небольшой тяжести,в состоянии опьянения: алкогольного,3378,2657,2496,2293,2202,1773
3374,Ненецкий автономный округ (Архангельская область),небольшой тяжести,в состоянии опьянения: алкогольного,190,155,156,125,120,116
3375,город Санкт-Петербург,небольшой тяжести,в состоянии опьянения: алкогольного,2278,2217,2286,2241,1881,1681
3376,Ленинградская область,небольшой тяжести,в состоянии опьянения: алкогольного,1773,1609,1705,1484,1393,1243
3377,Вологодская область,небольшой тяжести,в состоянии опьянения: алкогольного,4831,3499,2873,2540,2224,1908
3378,Калининградская область,небольшой тяжести,в состоянии опьянения: алкогольного,1533,1102,1204,1117,1153,1126
3379,Мурманская область,небольшой тяжести,в состоянии опьянения: алкогольного,2027,1534,1261,1218,1104,895
3380,Новгородская область,небольшой тяжести,в состоянии опьянения: алкогольного,1649,1305,1285,985,1127,972
3381,Псковская область,небольшой тяжести,в состоянии опьянения: алкогольного,1332,1198,1127,1198,1179,1018
3382,Республика Карелия,небольшой тяжести,в состоянии опьянения: алкогольного,2084,1521,1241,1241,1418,1195
3383,Республика Коми,небольшой тяжести,в состоянии опьянения: алкогольного,4061,2899,2684,2473,2463,2163
3384,Кабардино-Балкарская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,455,405,421,516,455,495
3385,Карачаево-Черкесская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,373,408,498,394,572,608
3386,Республика Дагестан,небольшой тяжести,в состоянии опьянения: алкогольного,676,513,493,615,554,561
3387,Республика Ингушетия,небольшой тяжести,в состоянии опьянения: алкогольного,132,102,72,76,83,151
3388,Республика Северная Осетия-Алания,небольшой тяжести,в состоянии опьянения: алкогольного,663,808,765,380,372,234
3389,Ставропольский край,небольшой тяжести,в состоянии опьянения: алкогольного,3305,2293,2160,1993,2140,1827
3390,Чеченская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,122,140,138,167,140,136
3391,Астраханская область,небольшой тяжести,в состоянии опьянения: алкогольного,2070,1680,1847,1885,1890,1703
3392,Волгоградская область,небольшой тяжести,в состоянии опьянения: алкогольного,4521,3963,3598,3605,3807,3410
3393,город Севастополь,небольшой тяжести,в состоянии опьянения: алкогольного,311,265,346,312,407,585
3394,Ростовская область,небольшой тяжести,в состоянии опьянения: алкогольного,4451,4199,4270,3875,3722,3301
3395,Краснодарский край,небольшой тяжести,в состоянии опьянения: алкогольного,4713,4326,3976,3644,3612,3317
3396,Республика Адыгея (Адыгея),небольшой тяжести,в состоянии опьянения: алкогольного,597,482,470,429,384,351
3397,Республика Калмыкия,небольшой тяжести,в состоянии опьянения: алкогольного,572,574,568,571,534,554
3398,Республика Крым,небольшой тяжести,в состоянии опьянения: алкогольного,1537,1737,1528,1468,1584,1441
3399,Кировская область,небольшой тяжести,в состоянии опьянения: алкогольного,5019,4032,3454,3349,2972,2300
3400,Нижегородская область,небольшой тяжести,в состоянии опьянения: алкогольного,5816,4469,4484,4256,4077,3789
3401,Оренбургская область,небольшой тяжести,в состоянии опьянения: алкогольного,4444,3898,3389,3454,3436,3467
3402,Пензенская область,небольшой тяжести,в состоянии опьянения: алкогольного,2898,2469,2513,2398,2308,2005
3403,Пермский край,небольшой тяжести,в состоянии опьянения: алкогольного,9252,6897,6104,5768,5296,4494
3404,Республика Татарстан (Татарстан),небольшой тяжести,в состоянии опьянения: алкогольного,6724,5763,5105,4642,4819,4762
3405,Республика Башкортостан,небольшой тяжести,в состоянии опьянения: алкогольного,12958,11362,9562,8049,7447,6884
3406,Республика Марий Эл,небольшой тяжести,в состоянии опьянения: алкогольного,1311,1072,1062,925,888,757
3407,Республика Мордовия,небольшой тяжести,в состоянии опьянения: алкогольного,1674,1411,1389,1337,1295,1139
3408,Самарская область,небольшой тяжести,в состоянии опьянения: алкогольного,6175,5028,4394,3658,3379,3040
3409,Саратовская область,небольшой тяжести,в состоянии опьянения: алкогольного,4237,3753,3765,3746,3446,3090
3410,Удмуртская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,5526,4527,4576,4150,4054,3758
3411,Ульяновская область,небольшой тяжести,в состоянии опьянения: алкогольного,2602,2019,1888,1920,2005,1783
3412,Чувашская Республика - Чувашия,небольшой тяжести,в состоянии опьянения: алкогольного,3056,1874,1852,1673,1579,1350
3413,Курганская область,небольшой тяжести,в состоянии опьянения: алкогольного,5036,3396,2975,2639,2700,2411
3414,Свердловская область,небольшой тяжести,в состоянии опьянения: алкогольного,11034,7760,7741,7360,7355,6895
3415,Тюменская область (без автономных округов),небольшой тяжести,в состоянии опьянения: алкогольного,5040,4135,3633,3700,3692,3172
3416,Ханты-Мансийский автономный округ - Югра (Тюменская область),небольшой тяжести,в состоянии опьянения: алкогольного,4354,3297,2873,2320,2349,2288
3417,Ямало-Ненецкий автономный округ (Тюменская область),небольшой тяжести,в состоянии опьянения: алкогольного,1670,1206,1199,1013,1062,864
3418,Челябинская область,небольшой тяжести,в состоянии опьянения: алкогольного,10290,8269,7960,7237,6907,6647
3419,Алтайский край,небольшой тяжести,в состоянии опьянения: алкогольного,9322,7864,7123,6596,6361,5674
3420,Забайкальский край,небольшой тяжести,в состоянии опьянения: алкогольного,4706,3962,3784,3602,3817,3541
3421,Иркутская область,небольшой тяжести,в состоянии опьянения: алкогольного,6165,5801,5946,5293,5170,4638
3422,Кемеровская область - Кузбасс,небольшой тяжести,в состоянии опьянения: алкогольного,10720,9485,8580,7005,6523,5933
3423,Красноярский край,небольшой тяжести,в состоянии опьянения: алкогольного,7996,6839,5613,4810,4798,4674
3424,Новосибирская область,небольшой тяжести,в состоянии опьянения: алкогольного,4500,3904,3584,2894,2519,2372
3425,Омская область,небольшой тяжести,в состоянии опьянения: алкогольного,3400,2899,3171,2980,2959,2503
3426,Республика Алтай,небольшой тяжести,в состоянии опьянения: алкогольного,1230,1072,1119,995,1050,950
3427,Республика Бурятия,небольшой тяжести,в состоянии опьянения: алкогольного,4451,3659,3332,3058,3118,3151
3428,Республика Тыва,небольшой тяжести,в состоянии опьянения: алкогольного,1373,1372,1463,1220,1292,1373
3429,Республика Хакасия,небольшой тяжести,в состоянии опьянения: алкогольного,2519,2219,1847,1704,1738,1612
3430,Томская область,небольшой тяжести,в состоянии опьянения: алкогольного,2673,2324,2073,1914,1865,1760
3431,Амурская область,небольшой тяжести,в состоянии опьянения: алкогольного,2599,2244,2341,1972,1875,1806
3432,Еврейская автономная область,небольшой тяжести,в состоянии опьянения: алкогольного,287,227,235,183,247,261
3433,Камчатский край,небольшой тяжести,в состоянии опьянения: алкогольного,877,745,895,804,789,659
3434,Магаданская область,небольшой тяжести,в состоянии опьянения: алкогольного,534,494,420,418,313,227
3435,Приморский край,небольшой тяжести,в состоянии опьянения: алкогольного,4111,3080,2834,2715,2629,2588
3436,Республика Саха (Якутия),небольшой тяжести,в состоянии опьянения: алкогольного,2819,2498,2293,2360,2384,2188
3437,Сахалинская область,небольшой тяжести,в состоянии опьянения: алкогольного,1422,1257,1288,1043,1024,1118
3438,Хабаровский край,небольшой тяжести,в состоянии опьянения: алкогольного,3107,2533,2220,2235,2182,1838
3439,Чукотский автономный округ,небольшой тяжести,в состоянии опьянения: алкогольного,156,180,184,178,165,130
3440,Российская Федерация,Всего,в состоянии опьянения: наркотического,28237,23863,14574,9989,8522,8100
3441,Белгородская область,Всего,в состоянии опьянения: наркотического,27,48,44,55,49,87
3442,Брянская область,Всего,в состоянии опьянения: наркотического,113,41,25,13,18,17
3443,Владимирская область,Всего,в состоянии опьянения: наркотического,61,100,54,26,21,22
3444,Воронежская область,Всего,в состоянии опьянения: наркотического,603,467,107,133,180,136
3445,Ивановская область,Всего,в состоянии опьянения: наркотического,51,35,22,27,29,10
3446,Калужская область,Всего,в состоянии опьянения: наркотического,114,105,109,38,30,61
3447,Костромская область,Всего,в состоянии опьянения: наркотического,110,82,50,27,23,26
3448,Курская область,Всего,в состоянии опьянения: наркотического,126,122,56,68,60,45
3449,город Москва,Всего,в состоянии опьянения: наркотического,2459,986,1207,871,891,653
3450,Московская область,Всего,в состоянии опьянения: наркотического,1976,1849,1555,1050,714,628
3451,Липецкая область,Всего,в состоянии опьянения: наркотического,139,49,21,27,21,33
3452,Орловская область,Всего,в состоянии опьянения: наркотического,126,39,26,18,20,14
3453,Рязанская область,Всего,в состоянии опьянения: наркотического,59,21,21,14,27,18
3454,Смоленская область,Всего,в состоянии опьянения: наркотического,98,52,38,30,26,18
3455,Тамбовская область,Всего,в состоянии опьянения: наркотического,188,129,82,25,21,50
3456,Тверская область,Всего,в состоянии опьянения: наркотического,79,52,59,36,57,63
3457,Тульская область,Всего,в состоянии опьянения: наркотического,200,162,45,46,40,36
3458,Ярославская область,Всего,в состоянии опьянения: наркотического,302,423,174,226,143,159
3459,Архангельская область (кроме Ненецкого автономного округа),Всего,в состоянии опьянения: наркотического,39,20,29,26,31,32
3460,Ненецкий автономный округ (Архангельская область),Всего,в состоянии опьянения: наркотического,1,4,0,0,1,0
3461,город Санкт-Петербург,Всего,в состоянии опьянения: наркотического,3007,3535,1704,519,457,605
3462,Ленинградская область,Всего,в состоянии опьянения: наркотического,265,88,90,59,81,112
3463,Вологодская область,Всего,в состоянии опьянения: наркотического,223,209,137,116,71,84
3464,Калининградская область,Всего,в состоянии опьянения: наркотического,147,53,60,38,36,21
3465,Мурманская область,Всего,в состоянии опьянения: наркотического,46,33,22,30,14,21
3466,Новгородская область,Всего,в состоянии опьянения: наркотического,54,50,29,17,5,25
3467,Псковская область,Всего,в состоянии опьянения: наркотического,50,25,71,24,15,7
3468,Республика Карелия,Всего,в состоянии опьянения: наркотического,37,33,53,37,52,44
3469,Республика Коми,Всего,в состоянии опьянения: наркотического,96,34,39,49,37,35
3470,Кабардино-Балкарская Республика,Всего,в состоянии опьянения: наркотического,59,65,40,60,67,52
3471,Карачаево-Черкесская Республика,Всего,в состоянии опьянения: наркотического,98,150,160,121,40,58
3472,Республика Дагестан,Всего,в состоянии опьянения: наркотического,242,240,30,28,17,12
3473,Республика Ингушетия,Всего,в состоянии опьянения: наркотического,69,74,81,46,34,25
3474,Республика Северная Осетия-Алания,Всего,в состоянии опьянения: наркотического,33,36,88,60,60,47
3475,Ставропольский край,Всего,в состоянии опьянения: наркотического,133,116,66,50,75,73
3476,Чеченская Республика,Всего,в состоянии опьянения: наркотического,23,9,21,8,1,0
3477,Астраханская область,Всего,в состоянии опьянения: наркотического,294,218,114,54,70,101
3478,Волгоградская область,Всего,в состоянии опьянения: наркотического,84,84,116,101,101,84
3479,город Севастополь,Всего,в состоянии опьянения: наркотического,50,50,33,13,22,40
3480,Ростовская область,Всего,в состоянии опьянения: наркотического,865,815,157,120,103,114
3481,Краснодарский край,Всего,в состоянии опьянения: наркотического,499,119,123,72,119,157
3482,Республика Адыгея (Адыгея),Всего,в состоянии опьянения: наркотического,28,47,13,9,20,10
3483,Республика Калмыкия,Всего,в состоянии опьянения: наркотического,57,8,8,12,15,10
3484,Республика Крым,Всего,в состоянии опьянения: наркотического,169,238,68,87,72,76
3485,Кировская область,Всего,в состоянии опьянения: наркотического,153,77,72,63,34,36
3486,Нижегородская область,Всего,в состоянии опьянения: наркотического,409,322,77,140,195,142
3487,Оренбургская область,Всего,в состоянии опьянения: наркотического,290,390,296,226,132,112
3488,Пензенская область,Всего,в состоянии опьянения: наркотического,65,60,47,51,26,27
3489,Пермский край,Всего,в состоянии опьянения: наркотического,375,142,153,151,132,165
3490,Республика Татарстан (Татарстан),Всего,в состоянии опьянения: наркотического,564,515,500,420,423,344
3491,Республика Башкортостан,Всего,в состоянии опьянения: наркотического,1132,1152,374,134,113,141
3492,Республика Марий Эл,Всего,в состоянии опьянения: наркотического,93,67,48,25,9,17
3493,Республика Мордовия,Всего,в состоянии опьянения: наркотического,55,60,98,112,56,153
3494,Самарская область,Всего,в состоянии опьянения: наркотического,913,613,330,238,220,298
3495,Саратовская область,Всего,в состоянии опьянения: наркотического,169,211,114,58,109,136
3496,Удмуртская Республика,Всего,в состоянии опьянения: наркотического,234,326,268,290,218,201
3497,Ульяновская область,Всего,в состоянии опьянения: наркотического,226,261,165,120,29,36
3498,Чувашская Республика - Чувашия,Всего,в состоянии опьянения: наркотического,86,168,289,257,175,72
3499,Курганская область,Всего,в состоянии опьянения: наркотического,330,355,93,31,188,9
3500,Свердловская область,Всего,в состоянии опьянения: наркотического,785,523,162,134,146,201
3501,Тюменская область (без автономных округов),Всего,в состоянии опьянения: наркотического,667,807,344,274,220,96
3502,Ханты-Мансийский автономный округ - Югра (Тюменская область),Всего,в состоянии опьянения: наркотического,457,417,312,300,93,62
3503,Ямало-Ненецкий автономный округ (Тюменская область),Всего,в состоянии опьянения: наркотического,105,83,53,30,43,45
3504,Челябинская область,Всего,в состоянии опьянения: наркотического,649,499,558,420,274,163
3505,Алтайский край,Всего,в состоянии опьянения: наркотического,241,345,99,53,46,56
3506,Забайкальский край,Всего,в состоянии опьянения: наркотического,347,412,239,121,107,89
3507,Иркутская область,Всего,в состоянии опьянения: наркотического,425,241,83,98,103,147
3508,Кемеровская область - Кузбасс,Всего,в состоянии опьянения: наркотического,288,174,131,106,112,139
3509,Красноярский край,Всего,в состоянии опьянения: наркотического,238,177,168,105,128,142
3510,Новосибирская область,Всего,в состоянии опьянения: наркотического,486,405,263,156,169,163
3511,Омская область,Всего,в состоянии опьянения: наркотического,239,121,91,71,59,95
3512,Республика Алтай,Всего,в состоянии опьянения: наркотического,19,12,0,1,2,6
3513,Республика Бурятия,Всего,в состоянии опьянения: наркотического,483,506,359,135,102,80
3514,Республика Тыва,Всего,в состоянии опьянения: наркотического,7,13,14,19,12,17
3515,Республика Хакасия,Всего,в состоянии опьянения: наркотического,174,188,130,121,50,59
3516,Томская область,Всего,в состоянии опьянения: наркотического,63,59,22,39,41,18
3517,Амурская область,Всего,в состоянии опьянения: наркотического,80,123,122,135,108,90
3518,Еврейская автономная область,Всего,в состоянии опьянения: наркотического,25,6,4,1,5,3
3519,Камчатский край,Всего,в состоянии опьянения: наркотического,28,22,28,25,17,26
3520,Магаданская область,Всего,в состоянии опьянения: наркотического,32,43,32,10,7,6
3521,Приморский край,Всего,в состоянии опьянения: наркотического,790,497,131,118,141,98
3522,Республика Саха (Якутия),Всего,в состоянии опьянения: наркотического,86,50,27,37,28,14
3523,Сахалинская область,Всего,в состоянии опьянения: наркотического,51,87,72,49,58,57
3524,Хабаровский край,Всего,в состоянии опьянения: наркотического,288,163,152,150,107,159
3525,Чукотский автономный округ,Всего,в состоянии опьянения: наркотического,2,3,4,0,0,1
3526,Российская Федерация,особо тяжких,в состоянии опьянения: наркотического,3847,3859,4269,3243,3126,2711
3527,Белгородская область,особо тяжких,в состоянии опьянения: наркотического,1,6,4,3,4,10
3528,Брянская область,особо тяжких,в состоянии опьянения: наркотического,27,8,7,5,4,1
3529,Владимирская область,особо тяжких,в состоянии опьянения: наркотического,3,22,5,1,3,3
3530,Воронежская область,особо тяжких,в состоянии опьянения: наркотического,32,34,26,45,66,56
3531,Ивановская область,особо тяжких,в состоянии опьянения: наркотического,7,9,10,5,18,5
3532,Калужская область,особо тяжких,в состоянии опьянения: наркотического,42,42,73,16,11,17
3533,Костромская область,особо тяжких,в состоянии опьянения: наркотического,31,3,9,8,3,2
3534,Курская область,особо тяжких,в состоянии опьянения: наркотического,30,13,5,18,8,7
3535,город Москва,особо тяжких,в состоянии опьянения: наркотического,651,661,924,644,509,443
3536,Московская область,особо тяжких,в состоянии опьянения: наркотического,367,405,419,293,213,204
3537,Липецкая область,особо тяжких,в состоянии опьянения: наркотического,7,12,6,10,5,5
3538,Орловская область,особо тяжких,в состоянии опьянения: наркотического,29,24,13,7,6,1
3539,Рязанская область,особо тяжких,в состоянии опьянения: наркотического,11,2,5,3,4,3
3540,Смоленская область,особо тяжких,в состоянии опьянения: наркотического,18,9,7,9,9,4
3541,Тамбовская область,особо тяжких,в состоянии опьянения: наркотического,4,4,7,2,1,15
3542,Тверская область,особо тяжких,в состоянии опьянения: наркотического,11,5,6,6,18,8
3543,Тульская область,особо тяжких,в состоянии опьянения: наркотического,12,15,17,24,25,6
3544,Ярославская область,особо тяжких,в состоянии опьянения: наркотического,29,31,22,48,51,32
3545,Архангельская область (кроме Ненецкого автономного округа),особо тяжких,в состоянии опьянения: наркотического,7,5,3,2,7,13
3546,Ненецкий автономный округ (Архангельская область),особо тяжких,в состоянии опьянения: наркотического,0,1,0,0,0,0
3547,город Санкт-Петербург,особо тяжких,в состоянии опьянения: наркотического,334,453,445,299,305,365
3548,Ленинградская область,особо тяжких,в состоянии опьянения: наркотического,67,21,24,13,33,49
3549,Вологодская область,особо тяжких,в состоянии опьянения: наркотического,22,21,18,22,12,17
3550,Калининградская область,особо тяжких,в состоянии опьянения: наркотического,18,5,5,4,8,0
