,region,gravity,type,2016,2017,2018,2019,2020,2021
3179,Сахалинская область,особо тяжких,в состоянии опьянения: алкогольного,20.316,18.262,18.361,16.747,10.855,15.032
3180,Хабаровский край,особо тяжких,в состоянии опьянения: алкогольного,18.883,18.601,15.81,14.227,17.558,14.987
3181,Чукотский автономный округ,особо тяжких,в состоянии опьянения: алкогольного,25.919,32.114,32.423,28.19,37.782,14.134
3182,Российская Федерация,тяжких,в состоянии опьянения: алкогольного,33.585,29.767,27.47,27.03,26.433,26.535
3183,Белгородская область,тяжких,в состоянии опьянения: алкогольного,15.483,12.815,13.614,15.445,13.491,16.545
3184,Брянская область,тяжких,в состоянии опьянения: алкогольного,29.778,28.84,24.773,24.08,23.061,22.238
3185,Владимирская область,тяжких,в состоянии опьянения: алкогольного,58.547,48.863,43.095,35.949,35.483,31.443
3186,Воронежская область,тяжких,в состоянии опьянения: алкогольного,29.012,26.633,21.725,22.768,20.781,25.286
3187,Ивановская область,тяжких,в состоянии опьянения: алкогольного,41.366,32.741,24.639,33.56,32.894,30.698
3188,Калужская область,тяжких,в состоянии опьянения: алкогольного,33.473,38.538,29.343,29.622,34.012,38.562
3189,Костромская область,тяжких,в состоянии опьянения: алкогольного,35.152,33.48,36.218,34.052,40.891,35.486
3190,Курская область,тяжких,в состоянии опьянения: алкогольного,26.428,25.203,25.017,26.106,23.46,23.803
3191,город Москва,тяжких,в состоянии опьянения: алкогольного,9.667,8.739,8.723,9.829,9.97,9.601
3192,Московская область,тяжких,в состоянии опьянения: алкогольного,19.471,19.344,17.326,17.909,16.149,14.75
3193,Липецкая область,тяжких,в состоянии опьянения: алкогольного,20.76,19.114,19.214,21.241,19.836,22.337
3194,Орловская область,тяжких,в состоянии опьянения: алкогольного,21.455,20.535,17.799,20.285,19.496,15.317
3195,Рязанская область,тяжких,в состоянии опьянения: алкогольного,27.697,22.454,16.942,18.22,13.978,16.39
3196,Смоленская область,тяжких,в состоянии опьянения: алкогольного,34.111,30.424,32.233,33.108,28.667,29.963
3197,Тамбовская область,тяжких,в состоянии опьянения: алкогольного,23.517,22.108,18.577,22.048,22.647,24.235
3198,Тверская область,тяжких,в состоянии опьянения: алкогольного,45.603,38.711,34.349,28.591,31.657,26.573
3199,Тульская область,тяжких,в состоянии опьянения: алкогольного,29.938,28.078,25.606,25.088,24.282,19.253
3200,Ярославская область,тяжких,в состоянии опьянения: алкогольного,36.481,36.593,33.342,30.486,28.084,28.113
3201,Архангельская область (кроме Ненецкого автономного округа),тяжких,в состоянии опьянения: алкогольного,60.164,66.767,55.534,62.802,64.169,58.282
3202,Ненецкий автономный округ (Архангельская область),тяжких,в состоянии опьянения: алкогольного,41.06,47.796,68.186,66.166,58.942,54.067
3203,город Санкт-Петербург,тяжких,в состоянии опьянения: алкогольного,7.444,6.646,7.082,7.392,7.373,6.686
3204,Ленинградская область,тяжких,в состоянии опьянения: алкогольного,23.723,20.258,21.281,22.567,27.187,21.134
3205,Вологодская область,тяжких,в состоянии опьянения: алкогольного,64.579,52.287,52.52,47.101,43.345,48.13
3206,Калининградская область,тяжких,в состоянии опьянения: алкогольного,26.832,21.191,22.723,28.637,24.197,22.285
3207,Мурманская область,тяжких,в состоянии опьянения: алкогольного,37.131,26.002,27.072,24.731,25.762,31.793
3208,Новгородская область,тяжких,в состоянии опьянения: алкогольного,47.914,44.08,38.584,45.977,40.569,35.786
3209,Псковская область,тяжких,в состоянии опьянения: алкогольного,42.854,35.194,38.803,38.275,34.818,29.343
3210,Республика Карелия,тяжких,в состоянии опьянения: алкогольного,52.391,48.478,37.913,51.613,50.32,53.36
3211,Республика Коми,тяжких,в состоянии опьянения: алкогольного,67.691,62.547,60.176,70.582,62.525,81.245
3212,Кабардино-Балкарская Республика,тяжких,в состоянии опьянения: алкогольного,8.698,6.941,6.583,7.042,4.952,4.717
3213,Карачаево-Черкесская Республика,тяжких,в состоянии опьянения: алкогольного,9.192,10.72,12.438,8.807,12.244,9.885
3214,Республика Дагестан,тяжких,в состоянии опьянения: алкогольного,2.487,1.94,2.154,2.106,1.736,1.66
3215,Республика Ингушетия,тяжких,в состоянии опьянения: алкогольного,0.635,0.833,0.82,0.402,0.197,0.388
3216,Республика Северная Осетия-Алания,тяжких,в состоянии опьянения: алкогольного,2.131,3.697,3.135,2.288,2.87,2.02
3217,Ставропольский край,тяжких,в состоянии опьянения: алкогольного,12.243,9.556,9.962,10.232,9.345,9.847
3218,Чеченская Республика,тяжких,в состоянии опьянения: алкогольного,0.574,0.424,0.139,0.137,0.135,0.334
3219,Астраханская область,тяжких,в состоянии опьянения: алкогольного,20.223,20.12,24.078,18.243,19.885,17.339
3220,Волгоградская область,тяжких,в состоянии опьянения: алкогольного,32.522,26.704,23.084,25.444,30.309,29.46
3221,город Севастополь,тяжких,в состоянии опьянения: алкогольного,25.224,17.959,17.404,13.086,17.144,22.353
3222,Ростовская область,тяжких,в состоянии опьянения: алкогольного,18.083,18.41,15.117,13.397,13.316,13.512
3223,Краснодарский край,тяжких,в состоянии опьянения: алкогольного,17.647,15.276,14.973,14.447,14.29,12.949
3224,Республика Адыгея (Адыгея),тяжких,в состоянии опьянения: алкогольного,21.042,11.911,11.028,15.613,11.661,15.977
3225,Республика Калмыкия,тяжких,в состоянии опьянения: алкогольного,19.373,15.839,15.613,15.771,15.859,11.853
3226,Республика Крым,тяжких,в состоянии опьянения: алкогольного,17.251,17.833,14.997,16.32,14.64,16.25
3227,Кировская область,тяжких,в состоянии опьянения: алкогольного,57.496,47.767,44.731,45.515,46.103,48.473
3228,Нижегородская область,тяжких,в состоянии опьянения: алкогольного,35.457,27.188,25.164,27.313,29.005,26.916
3229,Оренбургская область,тяжких,в состоянии опьянения: алкогольного,42.712,39.405,32.108,31.024,29.844,32.477
3230,Пензенская область,тяжких,в состоянии опьянения: алкогольного,26.618,23.853,24.105,24.505,23.821,25.176
3231,Пермский край,тяжких,в состоянии опьянения: алкогольного,58.647,48.782,45.595,44.239,41.55,42.299
3232,Республика Татарстан (Татарстан),тяжких,в состоянии опьянения: алкогольного,34.818,27.926,27.194,25.522,24.956,27.298
3233,Республика Башкортостан,тяжких,в состоянии опьянения: алкогольного,38.835,37.669,29.803,29.993,28.528,32.04
3234,Республика Марий Эл,тяжких,в состоянии опьянения: алкогольного,37.763,33.592,30.777,38.361,36.355,34.502
3235,Республика Мордовия,тяжких,в состоянии опьянения: алкогольного,24.026,18.676,20.247,21.119,24.171,19.77
3236,Самарская область,тяжких,в состоянии опьянения: алкогольного,28.79,25.159,21.231,21.049,21.355,20.734
3237,Саратовская область,тяжких,в состоянии опьянения: алкогольного,30.03,27.75,26.919,23.722,25.765,24.341
3238,Удмуртская Республика,тяжких,в состоянии опьянения: алкогольного,55.96,43.578,41.043,43.386,48.169,53.838
3239,Ульяновская область,тяжких,в состоянии опьянения: алкогольного,44.131,40.067,30.402,34.237,29.435,25.609
3240,Чувашская Республика - Чувашия,тяжких,в состоянии опьянения: алкогольного,35.581,32.447,30.623,24.277,27.344,25.996
3241,Курганская область,тяжких,в состоянии опьянения: алкогольного,55.575,55.965,50.027,52.594,45.456,41.414
3242,Свердловская область,тяжких,в состоянии опьянения: алкогольного,49.861,46.959,41.477,37.839,35.748,34.918
3243,Тюменская область (без автономных округов),тяжких,в состоянии опьянения: алкогольного,47.297,39.38,38.565,33.977,34.018,30.712
3244,Ханты-Мансийский автономный округ - Югра (Тюменская область),тяжких,в состоянии опьянения: алкогольного,33.011,26.548,24.41,20.014,23.228,26.723
3245,Ямало-Ненецкий автономный округ (Тюменская область),тяжких,в состоянии опьянения: алкогольного,34.076,33.766,35.094,42.661,38.388,42.961
3246,Челябинская область,тяжких,в состоянии опьянения: алкогольного,49.676,44.599,38.734,35.446,34.907,37.353
3247,Алтайский край,тяжких,в состоянии опьянения: алкогольного,52.129,44.3,43.743,42.181,39.186,40.76
3248,Забайкальский край,тяжких,в состоянии опьянения: алкогольного,87.811,81.373,81.748,85.946,75.304,76.888
3249,Иркутская область,тяжких,в состоянии опьянения: алкогольного,50.771,50.147,48.54,51.089,53.488,49.894
3250,Кемеровская область - Кузбасс,тяжких,в состоянии опьянения: алкогольного,65.057,52.458,54.733,47.677,47.444,44.808
3251,Красноярский край,тяжких,в состоянии опьянения: алкогольного,57.771,52.621,47.697,40.953,39.075,39.777
3252,Новосибирская область,тяжких,в состоянии опьянения: алкогольного,47.57,39.575,35.176,31.288,29.948,27.604
3253,Омская область,тяжких,в состоянии опьянения: алкогольного,44.024,34.927,34.897,32.61,31.35,30.362
3254,Республика Алтай,тяжких,в состоянии опьянения: алкогольного,61.349,59.906,53.196,66.707,59.497,59.741
3255,Республика Бурятия,тяжких,в состоянии опьянения: алкогольного,80.119,62.491,71.609,65.394,61.059,60.278
3256,Республика Тыва,тяжких,в состоянии опьянения: алкогольного,127.045,116.465,108.168,87.848,98.356,107.759
3257,Республика Хакасия,тяжких,в состоянии опьянения: алкогольного,59.428,59.144,51.906,44.389,45.858,41.351
3258,Томская область,тяжких,в состоянии опьянения: алкогольного,38.82,38.465,40.435,38.053,43.733,39.8
3259,Амурская область,тяжких,в состоянии опьянения: алкогольного,59.7,66.604,52.979,49.042,50.757,51.161
3260,Еврейская автономная область,тяжких,в состоянии опьянения: алкогольного,69.227,57.85,57.402,50.027,54.326,71.565
3261,Камчатский край,тяжких,в состоянии опьянения: алкогольного,39.226,41.941,32.324,33.68,35.461,45.882
3262,Магаданская область,тяжких,в состоянии опьянения: алкогольного,66.282,44.652,47.192,53.811,61.363,58.978
3263,Приморский край,тяжких,в состоянии опьянения: алкогольного,51.788,42.119,41.243,37.473,36.606,44.093
3264,Республика Саха (Якутия),тяжких,в состоянии опьянения: алкогольного,63.354,59.823,55.272,65.666,57.716,58.556
3265,Сахалинская область,тяжких,в состоянии опьянения: алкогольного,40.838,41.86,38.353,43.297,44.649,54.157
3266,Хабаровский край,тяжких,в состоянии опьянения: алкогольного,45.858,36.751,36.964,38.82,33.444,38.121
3267,Чукотский автономный округ,тяжких,в состоянии опьянения: алкогольного,99.687,66.236,83.083,98.665,85.507,96.917
3268,Российская Федерация,средней тяжести,в состоянии опьянения: алкогольного,64.186,59.671,55.248,49.6,47.254,41.374
3269,Белгородская область,средней тяжести,в состоянии опьянения: алкогольного,32.126,32.199,30.648,28.111,26.66,23.682
3270,Брянская область,средней тяжести,в состоянии опьянения: алкогольного,70.08,65.218,53.675,49.576,52.998,40.839
3271,Владимирская область,средней тяжести,в состоянии опьянения: алкогольного,82.954,80.095,80.314,59.672,61.616,48.879
3272,Воронежская область,средней тяжести,в состоянии опьянения: алкогольного,59.096,55.023,49.662,43.56,43.068,40.597
3273,Ивановская область,средней тяжести,в состоянии опьянения: алкогольного,47.192,48.477,42.971,38.34,38.611,32.522
3274,Калужская область,средней тяжести,в состоянии опьянения: алкогольного,57.142,65.151,65.998,57.065,50.67,57.344
3275,Костромская область,средней тяжести,в состоянии опьянения: алкогольного,51.117,59.399,60.156,50.528,51.154,39.146
3276,Курская область,средней тяжести,в состоянии опьянения: алкогольного,59.91,52.276,48.241,50.585,44.655,37.757
3277,город Москва,средней тяжести,в состоянии опьянения: алкогольного,12.976,12.455,13.921,13.317,13.022,11.3
3278,Московская область,средней тяжести,в состоянии опьянения: алкогольного,32.889,31.737,33.718,27.975,27.448,23.805
3279,Липецкая область,средней тяжести,в состоянии опьянения: алкогольного,49.044,43.417,41.993,48.163,34.317,40.685
3280,Орловская область,средней тяжести,в состоянии опьянения: алкогольного,55.942,56.703,47.642,41.787,35.174,26.494
3281,Рязанская область,средней тяжести,в состоянии опьянения: алкогольного,41.235,41.358,38.521,32.761,30.933,30.23
3282,Смоленская область,средней тяжести,в состоянии опьянения: алкогольного,54.661,60.113,58.883,59.425,58.937,51.242
3283,Тамбовская область,средней тяжести,в состоянии опьянения: алкогольного,52.557,46.62,43.636,48.624,55.327,49.275
3284,Тверская область,средней тяжести,в состоянии опьянения: алкогольного,76.337,68.014,63.869,52.614,56.967,44.476
3285,Тульская область,средней тяжести,в состоянии опьянения: алкогольного,31.797,38.548,44.441,34.352,35.058,27.051
3286,Ярославская область,средней тяжести,в состоянии опьянения: алкогольного,68.558,62.09,61.864,54.382,49.705,40.84
3287,Архангельская область (кроме Ненецкого автономного округа),средней тяжести,в состоянии опьянения: алкогольного,109.977,108.039,105.578,90.612,84.766,64.933
3288,Ненецкий автономный округ (Архангельская область),средней тяжести,в состоянии опьянения: алкогольного,120.9,161.595,181.831,150.585,131.486,83.354
3289,город Санкт-Петербург,средней тяжести,в состоянии опьянения: алкогольного,11.922,13.935,15.714,14.079,12.319,10.883
3290,Ленинградская область,средней тяжести,в состоянии опьянения: алкогольного,44.748,40.962,38.979,39.667,41.101,31.859
3291,Вологодская область,средней тяжести,в состоянии опьянения: алкогольного,129.327,108.966,86.089,77.844,64.027,55.254
3292,Калининградская область,средней тяжести,в состоянии опьянения: алкогольного,71.894,62.864,65.755,58.771,52.74,46.73
3293,Мурманская область,средней тяжести,в состоянии опьянения: алкогольного,54.843,50.421,44.323,39.837,42.757,34.249
3294,Новгородская область,средней тяжести,в состоянии опьянения: алкогольного,97.614,96.323,94.15,80.96,80.301,61.443
3295,Псковская область,средней тяжести,в состоянии опьянения: алкогольного,66.37,53.88,57.498,53.045,50.31,36.276
3296,Республика Карелия,средней тяжести,в состоянии опьянения: алкогольного,130.978,120.718,104.42,106.139,103.735,94.406
3297,Республика Коми,средней тяжести,в состоянии опьянения: алкогольного,177.281,169.537,139.26,135.865,130.413,108.777
3298,Кабардино-Балкарская Республика,средней тяжести,в состоянии опьянения: алкогольного,15.541,13.419,11.665,9.697,11.055,12.08
3299,Карачаево-Черкесская Республика,средней тяжести,в состоянии опьянения: алкогольного,16.46,27.014,19.73,19.546,12.244,16.976
3300,Республика Дагестан,средней тяжести,в состоянии опьянения: алкогольного,5.77,3.813,4.08,3.953,3.761,3.0
3301,Республика Ингушетия,средней тяжести,в состоянии опьянения: алкогольного,2.538,1.249,2.049,2.212,1.381,1.746
3302,Республика Северная Осетия-Алания,средней тяжести,в состоянии опьянения: алкогольного,11.652,7.963,9.975,5.863,5.31,4.473
3303,Ставропольский край,средней тяжести,в состоянии опьянения: алкогольного,28.448,23.0,23.137,19.354,19.368,17.474
3304,Чеченская Республика,средней тяжести,в состоянии опьянения: алкогольного,1.506,0.777,0.626,0.343,0.676,0.534
3305,Астраханская область,средней тяжести,в состоянии опьянения: алкогольного,57.038,53.785,48.943,44.179,38.179,39.187
3306,Волгоградская область,средней тяжести,в состоянии опьянения: алкогольного,73.411,60.705,58.7,60.179,59.373,54.03
3307,город Севастополь,средней тяжести,в состоянии опьянения: алкогольного,55.254,36.385,41.908,29.331,35.178,42.942
3308,Ростовская область,средней тяжести,в состоянии опьянения: алкогольного,43.248,38.451,33.385,30.007,29.611,26.235
3309,Краснодарский край,средней тяжести,в состоянии опьянения: алкогольного,38.159,33.405,28.893,27.442,27.91,24.842
3310,Республика Адыгея (Адыгея),средней тяжести,в состоянии опьянения: алкогольного,44.077,42.129,33.085,31.886,32.391,30.227
3311,Республика Калмыкия,средней тяжести,в состоянии опьянения: алкогольного,20.808,26.278,22.512,28.608,29.506,30.002
3312,Республика Крым,средней тяжести,в состоянии опьянения: алкогольного,42.106,39.745,36.264,36.771,37.645,34.603
3313,Кировская область,средней тяжести,в состоянии опьянения: алкогольного,112.526,107.766,99.748,92.288,76.996,76.869
3314,Нижегородская область,средней тяжести,в состоянии опьянения: алкогольного,56.069,53.33,50.143,49.99,48.955,44.073
3315,Оренбургская область,средней тяжести,в состоянии опьянения: алкогольного,87.83,86.048,75.693,67.193,72.106,61.403
3316,Пензенская область,средней тяжести,в состоянии опьянения: алкогольного,41.521,34.438,44.08,36.492,38.298,30.521
3317,Пермский край,средней тяжести,в состоянии опьянения: алкогольного,89.204,79.29,67.629,61.744,50.284,41.562
3318,Республика Татарстан (Татарстан),средней тяжести,в состоянии опьянения: алкогольного,59.193,58.143,55.235,51.377,50.809,40.959
3319,Республика Башкортостан,средней тяжести,в состоянии опьянения: алкогольного,82.632,79.076,71.617,62.009,59.78,54.238
3320,Республика Марий Эл,средней тяжести,в состоянии опьянения: алкогольного,89.522,67.33,71.08,63.935,56.813,55.676
3321,Республика Мордовия,средней тяжести,в состоянии опьянения: алкогольного,51.272,49.101,41.736,36.958,45.052,40.31
3322,Самарская область,средней тяжести,в состоянии опьянения: алкогольного,58.672,50.629,47.002,42.915,40.478,38.616
3323,Саратовская область,средней тяжести,в состоянии опьянения: алкогольного,46.592,47.434,48.763,40.314,37.945,43.589
3324,Удмуртская Республика,средней тяжести,в состоянии опьянения: алкогольного,76.59,76.212,70.52,71.315,72.487,58.258
3325,Ульяновская область,средней тяжести,в состоянии опьянения: алкогольного,46.119,40.387,38.665,36.579,36.753,28.646
3326,Чувашская Республика - Чувашия,средней тяжести,в состоянии опьянения: алкогольного,59.921,56.641,47.437,42.832,42.042,31.709
3327,Курганская область,средней тяжести,в состоянии опьянения: алкогольного,91.426,93.431,87.164,80.029,74.229,61.082
3328,Свердловская область,средней тяжести,в состоянии опьянения: алкогольного,76.767,74.469,67.487,60.987,54.632,44.591
3329,Тюменская область (без автономных округов),средней тяжести,в состоянии опьянения: алкогольного,87.445,80.114,71.058,57.088,56.523,41.078
3330,Ханты-Мансийский автономный округ - Югра (Тюменская область),средней тяжести,в состоянии опьянения: алкогольного,72.353,64.274,54.62,44.897,45.442,35.908
3331,Ямало-Ненецкий автономный округ (Тюменская область),средней тяжести,в состоянии опьянения: алкогольного,90.245,85.44,78.916,55.958,63.918,47.531
3332,Челябинская область,средней тяжести,в состоянии опьянения: алкогольного,88.582,83.202,77.526,74.919,68.573,62.856
3333,Алтайский край,средней тяжести,в состоянии опьянения: алкогольного,125.548,116.415,104.039,86.848,79.883,69.85
3334,Забайкальский край,средней тяжести,в состоянии опьянения: алкогольного,161.217,159.78,152.124,140.835,130.131,104.605
3335,Иркутская область,средней тяжести,в состоянии опьянения: алкогольного,117.374,110.465,107.479,99.051,91.084,80.883
3336,Кемеровская область - Кузбасс,средней тяжести,в состоянии опьянения: алкогольного,138.761,120.605,108.428,97.373,96.093,83.693
3337,Красноярский край,средней тяжести,в состоянии опьянения: алкогольного,126.043,117.518,99.009,87.369,80.942,74.337
3338,Новосибирская область,средней тяжести,в состоянии опьянения: алкогольного,88.298,78.862,69.634,61.431,52.57,47.024
3339,Омская область,средней тяжести,в состоянии опьянения: алкогольного,56.205,54.19,51.171,42.434,41.782,36.351
3340,Республика Алтай,средней тяжести,в состоянии опьянения: алкогольного,185.907,182.022,156.377,137.07,141.702,110.43
3341,Республика Бурятия,средней тяжести,в состоянии опьянения: алкогольного,159.017,131.893,127.982,114.719,100.716,94.882
3342,Республика Тыва,средней тяжести,в состоянии опьянения: алкогольного,127.361,111.756,122.466,109.425,100.188,88.386
3343,Республика Хакасия,средней тяжести,в состоянии опьянения: алкогольного,147.174,150.279,134.88,109.108,109.122,88.152
3344,Томская область,средней тяжести,в состоянии опьянения: алкогольного,92.407,93.059,83.652,74.343,73.846,59.981
3345,Амурская область,средней тяжести,в состоянии опьянения: алкогольного,152.292,137.574,125.247,91.15,86.831,81.474
3346,Еврейская автономная область,средней тяжести,в состоянии опьянения: алкогольного,123.405,133.36,103.078,77.542,93.49,98.403
3347,Камчатский край,средней тяжести,в состоянии опьянения: алкогольного,68.646,69.901,69.718,55.604,50.157,45.882
3348,Магаданская область,средней тяжести,в состоянии опьянения: алкогольного,157.846,130.521,118.675,126.74,107.742,63.294
3349,Приморский край,средней тяжести,в состоянии опьянения: алкогольного,114.67,87.93,83.009,66.642,66.46,67.151
3350,Республика Саха (Якутия),средней тяжести,в состоянии опьянения: алкогольного,122.227,130.24,119.046,112.926,100.515,95.624
3351,Сахалинская область,средней тяжести,в состоянии опьянения: алкогольного,123.334,105.264,94.047,85.573,101.995,92.871
3352,Хабаровский край,средней тяжести,в состоянии опьянения: алкогольного,122.363,107.628,94.03,89.446,83.229,67.557
3353,Чукотский автономный округ,средней тяжести,в состоянии опьянения: алкогольного,139.562,180.643,180.352,136.923,109.37,123.165
3354,Российская Федерация,небольшой тяжести,в состоянии опьянения: алкогольного,191.787,158.597,147.927,135.523,133.18,121.98
3355,Белгородская область,небольшой тяжести,в состоянии опьянения: алкогольного,119.989,105.611,101.298,99.262,100.829,87.461
3356,Брянская область,небольшой тяжести,в состоянии опьянения: алкогольного,209.832,169.189,158.632,165.308,175.263,170.545
3357,Владимирская область,небольшой тяжести,в состоянии опьянения: алкогольного,194.035,157.599,149.455,127.251,120.729,111.169
3358,Воронежская область,небольшой тяжести,в состоянии опьянения: алкогольного,133.02,127.515,116.893,105.335,102.874,91.776
3359,Ивановская область,небольшой тяжести,в состоянии опьянения: алкогольного,193.72,159.016,167.842,148.778,147.924,142.65
3360,Калужская область,небольшой тяжести,в состоянии опьянения: алкогольного,172.514,157.209,139.208,111.653,124.18,111.79
3361,Костромская область,небольшой тяжести,в состоянии опьянения: алкогольного,247.141,213.991,201.92,189.873,196.563,181.725
3362,Курская область,небольшой тяжести,в состоянии опьянения: алкогольного,211.246,188.709,170.009,155.279,158.876,146.924
3363,город Москва,небольшой тяжести,в состоянии опьянения: алкогольного,39.335,29.716,28.313,25.921,26.905,24.63
3364,Московская область,небольшой тяжести,в состоянии опьянения: алкогольного,99.732,83.667,81.51,71.859,73.867,68.288
3365,Липецкая область,небольшой тяжести,в состоянии опьянения: алкогольного,167.547,137.257,123.544,105.941,118.75,114.342
3366,Орловская область,небольшой тяжести,в состоянии опьянения: алкогольного,148.081,122.414,117.096,99.937,97.478,88.866
3367,Рязанская область,небольшой тяжести,в состоянии опьянения: алкогольного,151.137,129.755,106.021,111.028,102.9,90.598
3368,Смоленская область,небольшой тяжести,в состоянии опьянения: алкогольного,233.25,182.648,173.277,160.872,147.183,148.079
3369,Тамбовская область,небольшой тяжести,в состоянии опьянения: алкогольного,196.04,162.545,165.836,165.557,185.449,164.317
3370,Тверская область,небольшой тяжести,в состоянии опьянения: алкогольного,191.762,154.534,139.733,136.26,137.102,111.752
3371,Тульская область,небольшой тяжести,в состоянии опьянения: алкогольного,113.645,95.57,90.961,88.517,97.058,77.22
3372,Ярославская область,небольшой тяжести,в состоянии опьянения: алкогольного,153.234,121.898,108.084,105.667,112.734,103.269
3373,Архангельская область (кроме Ненецкого автономного округа),небольшой тяжести,в состоянии опьянения: алкогольного,298.875,236.849,224.656,208.4,201.57,163.763
3374,Ненецкий автономный округ (Архангельская область),небольшой тяжести,в состоянии опьянения: алкогольного,433.414,352.778,354.57,285.199,272.041,261.326
3375,город Санкт-Петербург,небольшой тяжести,в состоянии опьянения: алкогольного,43.592,41.976,42.714,41.624,34.846,31.22
3376,Ленинградская область,небольшой тяжести,в состоянии опьянения: алкогольного,99.671,89.792,94.001,80.309,74.259,65.673
3377,Вологодская область,небольшой тяжести,в состоянии опьянения: алкогольного,406.758,295.559,244.16,217.519,191.651,165.763
3378,Калининградская область,небольшой тяжести,в состоянии опьянения: алкогольного,156.999,111.735,121.054,111.456,113.875,110.541
3379,Мурманская область,небольшой тяжести,в состоянии опьянения: алкогольного,265.95,202.476,167.34,162.822,148.907,122.124
3380,Новгородская область,небольшой тяжести,в состоянии опьянения: алкогольного,267.829,213.054,211.88,164.086,188.933,164.074
3381,Псковская область,небольшой тяжести,в состоянии опьянения: алкогольного,206.073,186.557,177.049,190.264,188.304,164.128
3382,Республика Карелия,небольшой тяжести,в состоянии опьянения: алкогольного,330.859,242.552,199.363,200.791,230.921,196.2
3383,Республика Коми,небольшой тяжести,в состоянии опьянения: алкогольного,473.956,340.837,319.192,297.867,300.193,265.859
3384,Кабардино-Балкарская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,52.769,46.85,48.624,59.569,52.398,56.95
3385,Карачаево-Черкесская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,79.735,87.473,106.797,84.629,122.871,130.652
3386,Республика Дагестан,небольшой тяжести,в состоянии опьянения: алкогольного,22.416,16.864,16.091,19.928,17.809,17.904
3387,Республика Ингушетия,небольшой тяжести,в состоянии опьянения: алкогольного,27.92,21.229,14.753,15.28,16.369,29.288
3388,Республика Северная Осетия-Алания,небольшой тяжести,в состоянии опьянения: алкогольного,94.21,114.893,109.011,54.344,53.384,33.761
3389,Ставропольский край,небольшой тяжести,в состоянии опьянения: алкогольного,117.968,81.765,77.124,71.3,76.331,65.418
3390,Чеченская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,8.751,9.895,9.603,11.462,9.468,9.079
3391,Астраханская область,небольшой тяжести,в состоянии опьянения: алкогольного,203.215,164.889,181.521,185.886,187.913,170.679
3392,Волгоградская область,небольшой тяжести,в состоянии опьянения: алкогольного,177.577,156.319,142.706,143.768,152.828,137.802
3393,город Севастополь,небольшой тяжести,в состоянии опьянения: алкогольного,74.712,61.807,79.236,70.395,90.618,114.708
3394,Ростовская область,небольшой тяжести,в состоянии опьянения: алкогольного,105.076,99.235,101.174,92.211,88.665,78.943
3395,Краснодарский край,небольшой тяжести,в состоянии опьянения: алкогольного,85.476,77.653,70.957,64.516,63.642,58.357
3396,Республика Адыгея (Адыгея),небольшой тяжести,в состоянии опьянения: алкогольного,132.232,106.316,103.667,94.339,82.922,75.783
3397,Республика Калмыкия,небольшой тяжести,в состоянии опьянения: алкогольного,205.214,206.621,206.236,209.428,196.95,205.197
3398,Республика Крым,небольшой тяжести,в состоянии опьянения: алкогольного,80.593,90.839,79.844,76.786,82.818,75.779
3399,Кировская область,небольшой тяжести,в состоянии опьянения: алкогольного,386.829,312.151,269.163,263.264,235.424,183.975
3400,Нижегородская область,небольшой тяжести,в состоянии опьянения: алкогольного,178.39,137.605,138.62,132.395,127.289,119.28
3401,Оренбургская область,небольшой тяжести,в состоянии опьянения: алкогольного,222.783,195.92,171.359,175.955,175.59,178.443
3402,Пензенская область,небольшой тяжести,в состоянии опьянения: алкогольного,214.873,184.044,188.713,181.928,176.782,155.318
3403,Пермский край,небольшой тяжести,в состоянии опьянения: алкогольного,351.198,262.034,232.7,220.928,203.75,174.236
3404,Республика Татарстан (Татарстан),небольшой тяжести,в состоянии опьянения: алкогольного,173.804,148.33,131.09,119.068,123.473,122.287
3405,Республика Башкортостан,небольшой тяжести,в состоянии опьянения: алкогольного,318.295,279.372,235.326,198.691,184.416,171.509
3406,Республика Марий Эл,небольшой тяжести,в состоянии опьянения: алкогольного,191.145,156.569,155.642,135.953,130.7,112.093
3407,Республика Мордовия,небольшой тяжести,в состоянии опьянения: алкогольного,207.319,174.512,172.535,168.07,163.883,146.22
3408,Самарская область,небольшой тяжести,в состоянии опьянения: алкогольного,192.609,156.945,137.591,114.922,106.274,96.381
3409,Саратовская область,небольшой тяжести,в состоянии опьянения: алкогольного,170.33,151.376,152.865,153.473,142.285,129.013
3410,Удмуртская Республика,небольшой тяжести,в состоянии опьянения: алкогольного,364.232,298.452,302.437,275.31,270.095,251.648
3411,Ульяновская область,небольшой тяжести,в состоянии опьянения: алкогольного,206.899,161.148,151.45,155.037,163.031,146.349
3412,Чувашская Республика - Чувашия,небольшой тяжести,в состоянии опьянения: алкогольного,247.124,151.635,150.432,136.751,129.658,111.767
3413,Курганская область,небольшой тяжести,в состоянии опьянения: алкогольного,584.293,397.607,351.847,316.161,326.416,294.538
3414,Свердловская область,небольшой тяжести,в состоянии опьянения: алкогольного,254.826,179.242,178.972,170.54,170.623,160.72
3415,Тюменская область (без автономных округов),небольшой тяжести,в состоянии опьянения: алкогольного,346.481,279.788,242.397,243.63,240.143,205.522
3416,Ханты-Мансийский автономный округ - Югра (Тюменская область),небольшой тяжести,в состоянии опьянения: алкогольного,267.649,200.294,173.587,139.44,140.266,135.573
